,Id,Price
0,725,158504.48547789358
1,15856,230588.8451663679
2,5480,265319.15492252813
3,15664,315516.5393508621
4,14275,147306.7901551966
5,7633,209049.16643596708
6,13329,174083.83542802773
7,5502,228341.6942787962
8,4220,309405.92776305537
9,11538,212883.54746778042
10,15975,264288.1900912387
11,3310,213415.35169455918
12,9286,145790.52916931632
13,11260,199145.96846357043
14,5214,101778.71389136248
15,11307,180863.96197115054
16,13543,404125.06554085674
17,615,189083.47978056013
18,3495,214343.04512696306
19,2321,247623.34245530132
20,12046,194074.6250778826
21,16688,150397.75197191307
22,12694,231712.102773879
23,783,173605.3562637372
24,8968,165067.060821243
25,13454,183260.1717320615
26,12190,266273.7573424906
27,11160,109085.6580390067
28,10291,190504.88729236744
29,891,288583.7149877328
30,2982,184055.31996526825
31,3818,270413.4215283412
32,2449,176982.77583709918
33,8317,166329.2527517005
34,4922,183080.78774891165
35,1257,230758.201407268
36,9348,196643.21736160803
37,4176,173324.08841872506
38,10704,156442.25100292658
39,6624,113637.72899372
40,5428,198500.99231743664
41,12749,175649.17470894704
42,8994,162085.39025665697
43,11513,145443.07419512924
44,3047,210706.3989335727
45,9519,209633.43782389865
46,12309,227535.74825921352
47,14081,259847.1378363116
48,8334,261156.66094445612
49,6343,185944.21778405688
50,14788,133723.739011163
51,15748,277542.6975413019
52,153,246758.768388979
53,14149,174939.20407713734
54,269,165640.12582428296
55,5452,140449.335138056
56,721,157572.31278222776
57,5079,357224.4955887884
58,2831,109781.58630483877
59,10614,115944.74506916762
60,10131,302745.97091323265
61,9996,317568.08553355304
62,3061,185296.22970754348
63,11733,346150.8940254372
64,3726,201994.34580212517
65,10929,214009.4094926945
66,9011,242011.33510093417
67,16182,274934.20479103795
68,4976,177737.11154489775
69,9897,247709.85384833338
70,1872,159855.5615931789
71,9205,346857.49292908475
72,5403,376284.9257661105
73,14074,200557.86914817625
74,6268,149258.49882800074
75,14232,156930.02031062177
76,8532,208776.375848379
77,7034,314194.92851090076
78,6553,471011.5618819657
79,3133,170996.72007963527
80,8596,211331.60220580525
81,12389,257656.25115710055
82,14462,176072.35191389322
83,8860,303237.37315498263
84,8377,302002.4411321156
85,6367,328468.4931054712
86,6917,251948.0942522268
87,4216,198612.55201196874
88,5806,164774.39127930766
89,5438,190763.03450173384
90,6632,198046.9294585072
91,2650,150485.6284820574
92,5396,141386.52481452
93,4044,147378.54062870954
94,1345,246153.31142862572
95,856,173662.1554908554
96,12791,272333.93432149757
97,12499,215799.65751546258
98,12249,128934.60616975413
99,14641,139657.55088461333
100,1919,164426.74156521438
101,7848,190540.0159976175
102,10749,185777.6909034106
103,15554,185263.60592074442
104,15834,207865.456244071
105,1355,154657.55009640922
106,15451,178195.973313919
107,12401,217141.6282596995
108,10290,172438.1745265194
109,9462,130450.9601573288
110,3103,227783.21033687142
111,3420,141061.62095701217
112,12262,239756.54045251157
113,5032,140867.9425248095
114,8949,317120.5433683569
115,15567,233619.440697176
116,16389,163189.9340264487
117,7809,90581.73991544751
118,8990,187410.6442144815
119,16089,237457.72314492936
120,12743,100625.65653622286
121,5132,121927.04056581044
122,1619,275568.8653576325
123,2428,82476.04285289685
124,16741,161728.009213879
125,13193,215579.58455635424
126,12588,557669.1299309711
127,5067,170126.47927042225
128,14685,124047.98878162609
129,2292,166729.6652061046
130,5746,125017.48627030158
131,12578,155919.338504036
132,14834,187626.21216651055
133,2147,171327.71988824967
134,8222,131380.41326516756
135,10419,266486.0648059489
136,11492,218479.96483091437
137,3006,229628.74614994193
138,8761,190521.25097871252
139,15371,319427.58920765476
140,16367,155225.2412690868
141,6317,266924.03225191234
142,10878,269919.3036675939
143,3895,151725.40808671006
144,8041,149254.20986799392
145,13428,477098.0839684105
146,14669,137048.82879610622
147,1006,173944.66260814483
148,12271,178386.74359478793
149,3764,376706.4135578682
150,7675,211001.8330537368
151,11709,258656.8977817332
152,8629,144352.0176356182
153,1105,355375.8393454187
154,6096,191827.96239945115
155,11727,212947.08765435248
156,5157,172944.07297777158
157,3679,141676.63740959234
158,1755,140396.97964112717
159,7391,195724.80603812306
160,7425,101296.55816178115
161,6882,385759.40253894264
162,10752,419087.7618707474
163,7472,224249.67897290102
164,14320,98175.96029373806
165,9596,162950.9852327715
166,5317,201927.81723025246
167,7378,88029.5218660301
168,16154,182838.5159385725
169,3464,203285.62661024556
170,4197,241793.61044803288
171,9477,111939.40360604368
172,12705,195912.10104355658
173,16426,194905.5993320098
174,1481,68883.99388165429
175,9946,244776.69123174984
176,12025,218372.03119904362
177,5341,226036.83480653193
178,9923,281244.86592906667
179,7953,231474.1956427717
180,11066,260038.83384784003
181,5037,170632.58053393365
182,2509,182560.91031719802
183,4937,303275.3649099939
184,12089,362265.55266870535
185,4964,174992.29792704064
186,16500,253161.62057749118
187,4625,139885.29831301782
188,2363,454670.32975803764
189,8148,188864.0637417976
190,3804,189390.81483733802
191,4584,151354.3349907045
192,10694,106035.60089659842
193,2691,168135.2984692347
194,2983,215560.66614490526
195,13563,451017.38856570155
196,10747,213027.30400349534
197,1721,189604.89170134187
198,2789,280909.86996513675
199,7214,258725.08423144466
200,8659,235029.0464370692
201,5107,305601.96427564067
202,3843,234906.71519602285
203,14610,384934.0928320615
204,15505,161353.79815143076
205,5060,250618.65420411856
206,16055,279109.2535672932
207,14963,200128.5372669574
208,4118,138825.03908078308
209,1672,167808.8632741855
210,3209,184830.9375212976
211,16515,143064.71535342291
212,973,181260.80880776246
213,12529,184102.12870618395
214,5896,117054.93845649176
215,5450,289714.5943503042
216,3249,160176.19196768588
217,8911,173835.58346629117
218,5898,237538.0044240468
219,1024,172250.9732674806
220,4766,208693.1552198568
221,15804,172865.6280084944
222,14303,191831.02431086398
223,10707,184092.23447537146
224,6605,208180.00486523364
225,1138,392018.9203210212
226,14088,429318.275593451
227,9154,181912.0505664259
228,8190,205490.69690578108
229,398,260377.19596648333
230,13302,262665.33318554726
231,9696,162699.42160912007
232,16786,118689.29431909397
233,16230,209482.64191176504
234,6552,182097.97844461116
235,923,200791.90365086513
236,9602,299780.267261856
237,5857,266514.3087572123
238,8120,164149.86264693658
239,7134,185386.39224202305
240,11726,169668.56643915363
241,8069,119160.6158217755
242,12420,171614.00312240768
243,8604,196098.69782075667
244,4854,286175.8336514252
245,12212,196782.7551397882
246,12099,379419.10097695224
247,3882,474339.1687476174
248,6995,362083.0096671536
249,10172,227014.8322785934
250,11672,312692.8125131859
251,12897,269422.13052228687
252,16097,218238.22719351214
253,6779,248540.77464255554
254,11199,208694.03085447504
255,10816,340880.0660103919
256,143,461308.83086385287
257,5399,269202.067471356
258,3286,138005.1139857077
259,13706,169724.86084687378
260,1935,394961.2969393897
261,16000,180246.77755267976
262,2860,191016.18461797587
263,11407,212659.00017472368
264,16378,246577.6485966837
265,12278,175119.58552084825
266,3842,191999.97826663102
267,2692,325642.614286422
268,7699,193491.89706432458
269,6825,285677.82446034363
270,7268,310227.6568456823
271,1477,364623.81781883544
272,9887,189640.85375908075
273,9436,188251.97528339372
274,3179,239667.73727910046
275,1350,443486.13736068696
276,10643,200976.90854542877
277,5793,254488.76071564105
278,11494,349452.32400028745
279,4206,179294.51515461283
280,12419,251956.0023034968
281,8530,225541.7352579738
282,5985,170054.80672202594
283,8908,184248.86657252692
284,256,123689.45911717707
285,7234,164202.250713925
286,5648,217656.40011657748
287,3014,194014.7793019317
288,2184,191589.28321733032
289,9189,301216.76091535133
290,14884,184877.94955427098
291,10333,155537.67320896965
292,15896,137320.8174646872
293,13269,151650.1044540664
294,8603,220502.67909003104
295,15087,168033.6082399301
296,4344,188917.69321974824
297,7981,66501.66379567819
298,10908,231632.35274024025
299,6190,158753.2520914379
300,11742,213223.21189738472
301,9224,142359.33895460094
302,14667,230459.39403648573
303,458,180430.2044255114
304,2464,315522.33968817623
305,12320,246497.8777650088
306,278,188091.70365053287
307,2912,202367.33594880177
308,6698,220620.59876650164
309,4510,120487.4743583118
310,4183,188836.93207945133
311,5551,208371.99246002344
312,12187,183615.27467202648
313,7948,222091.00081664286
314,10808,188077.78902255237
315,12432,195080.26477627247
316,5356,178167.20597998484
317,8984,556051.0206258446
318,9203,184175.23847562683
319,15412,86012.78219399792
320,12041,135173.01910618416
321,7644,255722.60225263567
322,7071,195350.3968840933
323,10685,179631.5032791736
324,6763,280437.8596716159
325,940,130733.7944448023
326,14959,205505.17620061897
327,1338,152642.6270709541
328,5351,140674.42715640395
329,6524,188559.67004966034
330,12516,153638.245447852
331,3288,255035.2868114283
332,3146,222635.75424132094
333,3954,179699.23193280437
334,11955,170776.33394725458
335,1211,203773.88671812025
336,15668,220639.9344151756
337,1320,86588.81399836688
338,9108,168878.66874891412
339,16482,372363.1885210257
340,5017,138840.49775069885
341,8290,201681.3508255753
342,4304,415370.4105938015
343,1930,210404.40792927038
344,12530,169429.53037327604
345,11295,339623.92438740353
346,3002,143974.94639846537
347,15483,173778.6363167462
348,11525,191697.39051282656
349,13978,129422.8125626482
350,4885,161576.68407288325
351,8325,180584.3124533128
352,3630,128069.20510304786
353,9165,146105.10809148906
354,13945,216542.50211529166
355,10663,196695.86815016155
356,14803,179993.63781663202
357,7621,177179.58776221887
358,8205,227924.67738877737
359,10387,205937.59204064182
360,5457,149320.1183390522
361,10234,340070.30749258376
362,6251,180206.8147317416
363,701,261196.97956172333
364,7930,178819.97718005985
365,15028,144569.875161207
366,12172,73229.52757604522
367,5805,180825.13679585277
368,7411,325804.9379070307
369,14806,179475.2394590472
370,7890,166130.41510960084
371,10440,145949.62431627885
372,14926,162604.74973549892
373,5381,147663.1159362174
374,3800,351749.2249628561
375,10511,229995.29651279963
376,9324,224688.64885666047
377,3313,241437.7798167834
378,7351,155141.5268270622
379,8459,182501.69360707226
380,9957,127972.28559673512
381,12024,163726.79703263097
382,4380,245484.6643986033
383,5042,128179.3034816847
384,13289,154145.61631935035
385,13407,350069.710811546
386,13258,144115.3780550483
387,15993,273841.17258066183
388,12525,181266.4421576244
389,4062,203476.75471075962
390,12065,289191.3911356351
391,8227,170127.08785201193
392,11333,164755.8078852065
393,2867,133776.49877927883
394,3319,256270.20015979896
395,3523,260414.65162810366
396,7055,197849.3856838476
397,14930,176627.48018322344
398,3444,132879.79882403987
399,2940,342436.7186087569
400,6935,318430.67480744876
401,16116,400961.8855491438
402,13370,230228.02798333508
403,6103,232408.91857083223
404,7446,165146.07340521435
405,1859,171336.0937864998
406,4079,171782.82737966345
407,3228,192052.317946643
408,9665,161909.59896351534
409,15957,387375.76543679764
410,11533,178904.0848896721
411,2314,120409.60670763705
412,4096,202735.01161477505
413,13437,173980.72046933798
414,5980,204236.75000599795
415,2008,196682.34319396215
416,6754,193710.86750203752
417,4129,158697.1449639467
418,14557,254736.63315645486
419,7096,324385.2177796906
420,14297,265218.83055246016
421,3967,254451.8401759446
422,16485,104388.33063819323
423,13075,296858.78180670016
424,14289,177792.69118048332
425,10988,169986.7600078181
426,3230,152404.0063933315
427,13250,172752.98526318438
428,2559,177212.2979518451
429,7739,334217.19521596376
430,7213,160438.65021109572
431,6639,193914.444457434
432,3164,326673.9360174257
433,15207,152610.06990223535
434,5113,194348.37289069543
435,3929,134892.42270863784
436,14493,249589.45801863226
437,11110,204293.97813714418
438,2033,221048.1015715888
439,16057,212052.11181168674
440,16709,216796.95014357695
441,14313,155653.6724711801
442,1028,289386.8971853507
443,7187,103016.07091102909
444,3738,342633.0360889895
445,9869,324319.3077148615
446,12644,196597.33886152736
447,3686,115142.33511545215
448,9196,258840.47471004922
449,12326,204316.48322519806
450,4936,221821.90744681325
451,13314,177861.8244445446
452,9857,342310.37119996024
453,519,182831.78002189903
454,8410,178955.20608148494
455,1720,173480.54893488664
456,10341,229260.90391629378
457,14415,188978.98181711693
458,10613,308517.9355560515
459,8027,217835.31148769037
460,15539,271543.23384645424
461,7431,268983.21043998405
462,1370,131299.23599420374
463,12708,156030.0720909924
464,2250,217913.12996126938
465,14758,147497.02722765756
466,8525,343600.4861678542
467,1538,300853.7384006538
468,1142,144547.77219890128
469,1152,227991.95333816495
470,9802,185013.87593979883
471,3331,328325.7199124409
472,15203,192618.3142707154
473,4247,185906.57431241617
474,1976,467166.3217419529
475,2346,173410.05210895222
476,10078,236870.90495362267
477,1938,215548.9336236718
478,7819,189182.21294798088
479,2168,236731.27542581267
480,15634,211193.6860876836
481,8465,208754.56807855863
482,9313,178408.7826705668
483,6539,133069.04830339266
484,6325,102836.34818373814
485,13442,255983.08092396855
486,9967,208997.05398987766
487,7893,235322.41545200683
488,2861,190207.62369389643
489,11031,362235.22031129786
490,15073,120709.24383720232
491,13837,163717.51245576146
492,2524,247775.70942785268
493,8617,201483.1844674838
494,13513,193526.25967258943
495,3081,249224.0561386581
496,10675,336089.8996797605
497,1907,84499.09086284274
498,4872,242174.34690785443
499,16274,361473.944275301
500,11837,235859.42070999785
501,16577,245895.20452921095
502,5231,301674.17383547407
503,11315,205814.92338768125
504,273,215593.29558387317
505,8363,219361.98805725796
506,4255,216980.50086034837
507,16330,245348.45318868087
508,11528,166671.19584182254
509,14799,263834.01466004807
510,1611,272180.48056380084
511,9234,184243.39969071816
512,1633,111227.74660837025
513,6791,217577.45826168935
514,11567,420390.8012971736
515,3070,226933.6669387616
516,12094,225037.27201102767
517,14335,391016.82833083323
518,137,164134.24481268955
519,7182,167251.27320594716
520,11718,183138.98788550767
521,5194,97259.05953357556
522,97,336904.11954296933
523,5118,470441.80429211905
524,13920,314133.8124948686
525,9952,192212.61789028163
526,15337,209684.3167546878
527,10243,216925.8463758615
528,4048,347484.3364294914
529,171,211291.31939129962
530,11378,162518.5930641928
531,14190,175701.3006217018
532,15265,149983.03234397038
533,2740,138315.53334788332
534,5573,306386.78850391804
535,4481,202045.46341429043
536,2631,152888.53149476025
537,4984,253582.5217787116
538,16466,175691.2630753431
539,16716,124777.78554288822
540,15325,179900.91967005274
541,10115,180435.93977217632
542,117,430322.88133487233
543,5476,115986.77823751763
544,11757,173766.35939693666
545,12359,127249.095480722
546,15546,190429.40029520693
547,8133,160001.24041111703
548,9018,292663.12190233683
549,2075,167940.37680856578
550,11170,288915.4950059211
551,15733,213269.18210634877
552,9280,147477.57149544885
553,10734,333170.5353556994
554,14071,158064.32843228985
555,7373,218660.18287893813
556,14736,172666.89904084857
557,3458,116346.92453226293
558,6183,163643.28504216523
559,7825,241961.60550678556
560,16775,168613.2320068039
561,5717,183559.49806937829
562,12397,124784.79206484255
563,8189,556722.5560566129
564,4423,216927.43859934193
565,3994,122962.16813345844
566,10342,174018.24227615327
567,10051,177518.357065865
568,9453,147149.32108345834
569,12593,531727.466906397
570,1274,88408.74746352759
571,6933,321759.9544673249
572,1761,144681.67808970762
573,7157,338703.1258844591
574,15169,150749.55728229045
575,6792,364881.50375124
576,13830,174142.28070697043
577,7240,175760.38123259443
578,3051,265919.0512290903
579,6550,119547.15726762397
580,4603,195667.8659311496
581,5729,160695.10924988147
582,13473,330271.60185936495
583,15104,114958.05548519753
584,6599,381325.03169714694
585,2216,381171.52864544006
586,8721,283232.67634662817
587,3645,193280.5822280832
588,8664,214239.6410204509
589,11001,192493.76703203176
590,753,160107.527050279
591,8129,225601.6042307182
592,15235,181010.2551936128
593,3359,207461.88014622987
594,10424,234613.62881150047
595,10226,229231.54859509104
596,9252,180603.66975420577
597,3008,242381.32323000755
598,5849,181640.87126532418
599,8494,198751.2354293828
600,6764,300823.7839652366
601,12445,350295.4434431269
602,11716,187709.4531454417
603,4508,119405.85055152338
604,5669,205147.89616187903
605,11427,110881.39528073253
606,11065,183418.73339340373
607,8910,219601.89043707238
608,16401,91673.14518176226
609,11913,149435.41935726866
610,6221,214174.56679548672
611,10839,190538.54936670169
612,2809,200236.4552435867
613,13311,164914.61420636706
614,6866,181744.02377781188
615,6019,169134.88234859981
616,3024,170209.39775865033
617,1391,214229.2216978925
618,15904,212199.85330089915
619,15858,309849.5634412653
620,9911,236000.02761779574
621,16579,202804.87713416957
622,4394,256730.7294492759
623,1468,465266.9469807968
624,12965,145905.02857846682
625,2249,153407.18196734093
626,14384,157553.42679169006
627,13040,127845.49669079788
628,8872,146189.7309779024
629,12864,239905.3838028921
630,15712,175743.4472045884
631,14049,170047.35567242716
632,1840,115910.47284116481
633,12019,179066.51232422638
634,8948,179185.07563750038
635,15154,245425.9752244891
636,6943,148925.69132694052
637,12564,366112.6409849695
638,12766,167307.5991515176
639,7255,240954.05888011307
640,7962,157442.62993734676
641,709,135862.22838736087
642,4634,137318.27414306067
643,889,235779.3132648505
644,4774,133220.6182352125
645,13890,170320.56301481547
646,15431,135900.9228082001
647,8726,329281.3192835511
648,10373,144201.49302234754
649,6413,193390.75872495028
650,9761,144029.6879677216
651,15864,163598.03520404643
652,6147,148609.9161591088
653,3384,234507.76457929422
654,320,229125.96062454133
655,8006,188356.03916909755
656,14395,186387.92509840336
657,14976,101854.57154326235
658,12185,224537.49215670305
659,4779,136120.12252669796
660,8551,151132.7171393287
661,9025,307616.31704919116
662,10616,222529.42352524723
663,7475,100028.34658933013
664,6341,310331.14098015305
665,14163,149950.89416352555
666,2211,181295.09875914658
667,10532,265910.0746185957
668,14338,144793.62358701145
669,831,178939.65929238888
670,3382,170301.24559630573
671,9209,298837.11462127784
672,7188,246894.46748288246
673,7197,228909.03175681102
674,11270,157617.19778145853
675,15918,87177.19725031353
676,6937,280482.95654071344
677,6178,179549.0673661807
678,10668,133802.70099015837
679,1413,261822.6642807014
680,6884,288216.5054148756
681,8266,203328.1555592669
682,14019,197039.3338212401
683,16764,144807.76583909686
684,15306,179105.51839121195
685,3740,212775.54246446182
686,5298,192707.12289649568
687,8319,179187.14245945573
688,4229,185156.28327763441
689,13429,183878.21061227692
690,1753,307724.46380294376
691,860,258644.52394094315
692,14219,144844.7969934537
693,12113,162981.53990114038
694,11309,126212.27959982744
695,9930,207104.81777975772
696,10570,196955.313119734
697,2839,165187.65257362905
698,6699,129664.31296940423
699,16647,121578.81067902707
700,5325,237961.1433843594
701,13733,161264.1826946045
702,7818,317860.10660390457
703,12505,227467.03577562398
704,9489,193500.65173211877
705,10106,194098.82649637596
706,7864,209582.88395376707
707,5134,247190.21687733784
708,11859,142742.7759752605
709,7440,373212.9284497449
710,1525,284180.43961269944
711,7339,188148.73331591673
712,8,291689.4011768874
713,3248,117769.86538679917
714,8995,238196.60176996424
715,15178,77586.59810519987
716,8594,160169.14939295207
717,15770,243212.49658412664
718,15859,332966.61315899895
719,1735,332434.2460416097
720,11410,520503.97273790964
721,16397,161257.7511191211
722,3572,153613.14731308774
723,5501,106914.45283630882
724,969,182039.50662772037
725,6977,418909.3071993861
726,1233,181002.52220400027
727,4258,145692.33415270707
728,90,292419.8889814069
729,16650,174460.4973910163
730,197,104131.44329034476
731,12514,246174.07004796155
732,4367,187669.6814467155
733,3199,179472.03571128388
734,5600,195753.18780076588
735,11641,164600.84426867604
736,14609,121978.34005668882
737,12775,166390.58140576244
738,14240,166496.15853220306
739,7933,198257.4761646198
740,6945,371898.19345028617
741,14006,200407.04007736628
742,6320,265789.0474966918
743,12061,197180.6497582131
744,16369,219029.0686604945
745,16354,307639.0887123005
746,3970,363705.14380471734
747,1048,209621.16261941343
748,3639,210291.22801418707
749,14448,237999.33973395877
750,2812,332841.78382024466
751,3932,142909.038468112
752,14875,257365.77159779816
753,8883,115025.28703901869
754,7622,257210.51909145332
755,7252,115944.4961278563
756,9751,174053.08309284633
757,2378,204475.346047402
758,6816,233536.48363748516
759,15358,193105.34877773974
760,7843,157381.24093248165
761,10448,401679.3416069025
762,7840,289954.2745160975
763,8880,247518.4843987906
764,12551,291448.2816911337
765,15470,207858.6016104784
766,16207,226584.9868920149
767,12123,129387.83235438829
768,15247,253035.38887584608
769,7481,174439.9463232761
770,16171,335191.7262831426
771,7461,308875.26879580127
772,902,260605.02776141386
773,13094,158967.48869207318
774,11584,227648.3277369284
775,4462,200485.30371778714
776,15576,148988.14056022756
777,16606,229276.53521171323
778,5427,316130.8382184885
779,7725,168049.9743648196
780,5409,165063.37800819904
781,12579,127799.39276430605
782,12013,239894.74239749904
783,11321,198363.18801945643
784,9932,142856.28103106984
785,591,151991.5380172691
786,10357,209040.3401230307
787,3336,229794.52739890773
788,13,199410.00512272518
789,4809,227626.21979736828
790,7555,191198.6567069575
791,15172,365570.9107069861
792,6989,146004.02793102208
793,4707,175352.57615292523
794,2046,231687.14581373017
795,6495,118673.50948672324
796,3873,183601.04542683062
797,7061,186203.198177276
798,12112,218428.8030029821
799,8917,332660.2178432173
800,7735,151928.2392710563
801,16442,217398.48194140758
802,4244,168203.89981062923
803,3747,303633.01433237887
804,11086,153986.70484279396
805,10080,193780.68872773251
806,15057,216099.998391153
807,1331,186726.1495587082
808,8891,165254.89856308769
809,13411,228184.99021131563
810,16730,204262.25527639771
811,2267,198436.3934887308
812,3022,184877.83709604165
813,11190,218173.65317317046
814,11857,186657.91672681633
815,9318,197470.26333391757
816,16512,162491.72918438658
817,2053,228837.07404303737
818,13707,128476.25927093219
819,12143,149571.17840610634
820,14080,159212.236997071
821,6130,175328.75845215842
822,7936,88403.90920152889
823,10101,183388.26178040414
824,5663,184817.08499031785
825,14811,129046.03693751589
826,1366,185257.07268733336
827,908,198324.73243682974
828,2953,125856.70326397769
829,14629,137334.0581835245
830,15096,398878.1741152347
831,2115,178170.20458110157
832,11770,162519.2214659629
833,12701,190123.6750062249
834,14584,132936.2301807027
835,1893,432799.63082654454
836,9501,540293.9393492843
837,2138,121088.7802699666
838,9346,216682.79187078952
839,15960,317082.8380560904
840,8230,156340.19793368672
841,13843,222833.4583725394
842,13810,213488.46749357376
843,15650,183535.3827100353
844,9974,146953.3936107713
845,12200,198189.3645245193
846,538,191260.006818927
847,5334,194425.97777453024
